summary_date,campaign_name,impressions,clicks,installs,spend,CTR,CPI
2022-07-03,Super campaign 10,0.0,41214.0,0.0,725.205,inf,inf
2022-07-03,Super campaign 16,5580182.0,65368.0,182.0,315.0368,0.011714313260750276,1.7309714285714288
2022-07-03,Super campaign 5,0.0,0.0,110.0,0.0,,0.0
2022-07-03,Super campaign 6,4268296.0,24424.0,134.0,38.52056,0.0057221898387553255,0.2874668656716418
2022-07-03,Super campaign 9,0.0,0.0,9512.0,0.0,,0.0
2022-07-04,Super campaign 10,0.0,41214.0,0.0,722.15,inf,inf
2022-07-04,Super campaign 16,5204478.0,69914.0,186.0,309.22450000000003,0.013433431748582662,1.6624973118279571
2022-07-04,Super campaign 5,0.0,0.0,158.0,0.0,,0.0
2022-07-04,Super campaign 6,0.0,0.0,72.0,0.0,,0.0
2022-07-04,Super campaign 9,0.0,0.0,10364.0,0.0,,0.0
2022-07-05,Super campaign 10,0.0,41214.0,0.0,616.005,inf,inf
2022-07-05,Super campaign 16,2772402.0,39632.0,134.0,162.79250000000002,0.014295185185986737,1.2148694029850748
2022-07-05,Super campaign 5,0.0,0.0,74.0,0.0,,0.0
2022-07-05,Super campaign 6,0.0,0.0,42.0,0.0,,0.0
2022-07-05,Super campaign 9,0.0,0.0,324.0,0.0,,0.0
2022-07-06,Super campaign 10,0.0,41214.0,0.0,20.085,inf,inf
2022-07-06,Super campaign 16,4335026.0,27066.0,96.0,162.6014,0.00624356116895262,1.6937645833333335
2022-07-06,Super campaign 5,0.0,0.0,70.0,0.0,,0.0
2022-07-06,Super campaign 6,0.0,0.0,20.0,0.0,,0.0
2022-07-06,Super campaign 9,0.0,0.0,278.0,0.0,,0.0
2022-07-07,Super campaign 10,0.0,41214.0,0.0,10.66,inf,inf
2022-07-07,Super campaign 16,4210116.0,31610.0,126.0,162.72685,0.0075081066649945035,1.2914829365079366
2022-07-07,Super campaign 5,0.0,0.0,30.0,0.0,,0.0
2022-07-07,Super campaign 6,1976680.0,7498.0,94.0,13.655005,0.0037932290507315296,0.14526601063829786
2022-07-07,Super campaign 9,0.0,0.0,112.0,0.0,,0.0
2022-07-08,Super campaign 10,0.0,41214.0,0.0,10.66,inf,inf
2022-07-08,Super campaign 16,3983354.0,45128.0,104.0,162.70995,0.011329146242086443,1.56451875
2022-07-08,Super campaign 5,0.0,0.0,46.0,0.0,,0.0
2022-07-08,Super campaign 6,1315994.0,19318.0,98.0,27.30078,0.014679398234338455,0.27857938775510205
2022-07-08,Super campaign 9,0.0,0.0,68.0,0.0,,0.0
2022-07-09,Super campaign 10,0.0,41214.0,0.0,3.965,inf,inf
